#RUNNING JUMP LEFT

11014	175	209	191	225	30

#FALL RIGHT

11015	335	89	351	105	30

#FALL LEFT

11016	55	89	71	105	30

#HOLD IDLE RIGHT

11017	336	169	350	185	30

#HOLD IDLE LEFT

11018	56	169	70	185	30

#HOLD WALK RIGHT

11019	377	169	391	185	30

#HOLD WALK LEFT

11020	15	169	29	185	30

#KICK RIGHT

11021	255	129	271	145	30

#KICK LEFT

11022	135	129	151	145	30

#IN PIPE

11023	15	129	31	145	30

#IN WORLD MAP

11024	16	9	30	25	30
11025	16	49	30	65	30

#################### RACCOON  ####################################
# idle right
12001	212	443	232	471	30

# IDLE LEFT
12002	174	443	194	471	30

# WALK RIGHT

12003	262	443	284	471	30	
12004	291	443	313	471	30

# WALK LEFT

12005	122	443	144	471	30
12006	93	443	115	471	30

#JUMP RIGHT

12007	331	443	353	471	30

#JUMP LEFT

12008	52	443	74	471	30

# RUN MAX RIGHT

12009	211	523	235	551	30
12010	251	523	275	551	30
12011	291	523	315	551	30

# RUN MAX LEFT

12012	171	523	195	551	30
12013	131	523	155	551	30
12014	91	523	115	551	30

#WALK TO RIGHT BACK LEFT

12015	215	483	231	511	30

#WALK TO LEFT BACK RIGHT

12016	175	483	191	511	30

#SIT RIGHT 

12017	372	448	394	466	30

#SIT LEFT

12018	12	448	34	466	30

# RUNNING JUMP RIGHT

12019	371	603	395	630	30

# RUNNING JUMP LEFT

12020	11	603	35	630	30

#FALL RIGHT

12021	211	602	235	630	30

#FALL LEFT

12022	170	602	196	630	30

#HOLD IDLE RIGHT

12023	322	523	343	551	30

#HOLD IDLE LEFT

12024	63	523	84	551	30

#HOLD WALK RIGHT

12025	351	523	373	550	30
12026	381	523	404	550	30

#HOLD WALK LEFT

12027	33	523	54	550	30
12028	2	523	24	550	30

# KICK RIGHT

12029	247	483	269	511	30

#KICK LEFT

12030	137	483	159	511	30

#FLY RIGHT

12031	291	603	315	631	30
12032	331	603	355	629	30
12033	371	603	395	629	30

#FLY LEFT

12034	91	603	115	631	30
12035	51	603	75	629	30
12036	11	603	35	629	30

#FALL SLOW RIGHT

12037	252	603	274	631	30

#FALL SLOW LEFT

12038	132	603	154	631	30

# TAIL

12039	0	483	16	511	30
12040	35	483	51	511	30
12041	236	443	258	471	30
12042	147	443	170	471	30

#IN PIPE

12043	35	483	51	511	30

#IN WORLD MAP

12044	95	5	111	29	30
12045	95	45	111	69	30

#################### FIRE MARIO  ####################################
# idle right
13001	216	683	230	709	30

# IDLE LEFT
13002	176	683	190	709	30

# WALK RIGHT

13003	255	683	271	710	30	
13004	295	684	311	710	30

# WALK LEFT

13005	135	684	151	710	30
13006	95	684	111	710	30

#JUMP RIGHT

13007	335	684	351	710	30

#JUMP LEFT

13008	55	684	71	710	30

# RUN MAX RIGHT

13009	214	763	232	790	30
13010	254	763	272	790	30
13011	294	764	312	790	30

# RUN MAX LEFT

13012	175	763	193	790	30
13013	135	763	153	790	30
13014	95	764	113	790	30

#WALK TO RIGHT BACK LEFT

13015	215	723	231	751	30

#WALK TO LEFT BACK RIGHT

13016	175	723	191	751	30

#SIT RIGHT 

13017	376	688	390	706	30

#SIT LEFT

13018	16	688	30	706	30

# RUNNING JUMP RIGHT

13019	334	804	352	829	30

# RUNNING JUMP LEFT

13020	55	804	73	829	30

#FALL RIGHT

13021	295	684	311	710	30

#FALL LEFT

13022	95	684	111	710	30

#HOLD IDLE RIGHT

13023	331	763	345	789	30

#HOLD IDLE LEFT

13024	61	763	75	789	30

#HOLD WALK RIGHT

13025	357	763	371	789	30
13026	382	764	396	789	30

#HOLD WALK LEFT

13027	35	763	49	789	30
13028	10	764	24	789	30

# KICK RIGHT

13029	253	723	273	749	30

#KICK LEFT

13030	133	723	153	749	30

#SHOOT FIRE RIGHT

13031	216	683	230	709	30
13032	366	803	379	829	30
13033	386	803	400	829	30

#SHOOT FIRE LEFT

13034	176	683	190	709	30
13035	26	803	40	829	30
13036	6	803	20	829	30

#IN PIPE

13037	15	723	31	750	30

#IN WORLD MAP

13038	175	1	191	22	30
13039	175	51	191	72	30

#DIE
999	15	209	31	225	30

# ani_id	sprite1_id	time1	sprite2_id	time2	...
############################################################################################################################
[ANIMATIONS]

############################# BIG MARIO #################################

#idle right
10001	10001	100

# IDLE LEFT

10002	10002	100

# WALK RIGHT

10003	10001	100	10003	100	10004	100

# WALK LEFT

10004	10002	100	10005	100	10006	100

#JUMP RIGHT

10005	10007	100

#JUMP LEFT

10006	10008	100

#RUN MAX RIGHT

10007	10009	50	10010	50	10011	50

#RUN MAX LEFT

10008	10012	50	10013	50	10014	50

#WALK TO RIGHT BACK LEFT

10009	10015	500

#WALK TO LEFT BACK RIGHT

10010	10016	500

#SIT RIGHT 

10011	10017	100

#SIT LEFT

10012	10018	100

#RUN RIGHT

10013	10001	50	10003	50	10004	50

#RUN LEFT

10014	10002	50	10005	50	10006	50

#RUNNING JUMP RIGHT

10015	10019	100

#RUNNING JUMP LEFT

10016	10020	100

#FALL RIGHT

10017	10021	100

#FALL LEFT

10018	10022	100

#HOLD IDLE RIGHT

10019	10023	100

#HOLD IDLE LEFT

10020	10024	100

#HOLD WALK RIGHT

10021	10023	100	10025	100	10026	100

#HOLD WALK LEFT

10022	10024	100	10027	100	10028	100

#KICK RIGHT

10023	10029	100

#KICK LEFT

10024	10030	100

#HOLD JUMP RIGHT

10025	10025	100

#HOLD JUMP LEFT

10026	10027	100

#IN PIPE

10027	10031	100

#IN WORLD MAP

10028	10032	100	10033	100

######################### SMALL MARIO #############################

#idle right
11001	11001	100

# IDLE LEFT

11002	11002	100

# WALK RIGHT

11003	11001	100	11003	100

# WALK LEFT

11004	11002	100	11004	100

#JUMP RIGHT

11005	11005	100

#JUMP LEFT

11006	11006	100

#RUN MAX RIGHT

11007	11007	50	11008	50

#RUN MAX LEFT

11008	11009	50	11010	50

#WALK TO RIGHT BACK LEFT

11010	11011	500

#WALK TO LEFT BACK RIGHT

11011	11012	500

#RUN RIGHT

11012	11001	50	11003	50

#RUN LEFT

11013	11002	50	11004	50

#RUNNING JUMP RIGHT

11014	11013	100

#RUNNING JUMP LEFT

11015	11014	100

#FALL RIGHT

11016	11015	100

#FALL LEFT

11017	11016	100

#HOLD IDLE RIGHT

11018	11017	100

#HOLD IDLE LEFT

11019	11018	100

#HOLD WALK RIGHT

11020	11017	100	11019	100

#HOLD WALK LEFT

11021	11018	100	11020	100

#KICK RIGHT

11022	11021	100

#KICK LEFT

11023	11022	100

#HOLD JUMP RIGHT

11024	11019	100

#HOLD JUMP LEFT

11025	11020	100

#TRANSFORM BIG RIGHT

11027	10001	100	11001	50

#TRANSFORM BIG LEFT

11028	10002	100	11002	50

#IN PIPE

11029	11023	100

#IN WORLD MAP

11030	11024	100	11025	100
################################### RACOON ##################################

#idle right
12001	12001	100

# IDLE LEFT

12002	12002	100

# WALK RIGHT

12003	12001	100	12003	100	12004	100

# WALK LEFT

12004	12002	100	12005	100	12006	100

#JUMP RIGHT

12005	12007	100

#JUMP LEFT

12006	12008	100

#RUN MAX RIGHT

12007	12009	50	12010	50	12011	50

#RUN MAX LEFT

12008	12012	50	12013	50	12014	50

#WALK TO RIGHT BACK LEFT

12009	12015	500

#WALK TO LEFT BACK RIGHT

12010	12016	500

#SIT RIGHT 

12011	12017	100

#SIT LEFT

12012	12018	100

#RUN RIGHT

12013	12001	50	12003	50	12004	50

#RUN LEFT

12014	12002	50	12005	50	12006	50

#RUNNING JUMP RIGHT

12015	12019	100

#RUNNING JUMP LEFT

12016	12020	100

#FALL RIGHT

12017	12021	100

#FALL LEFT

12018	12022	100

#HOLD IDLE RIGHT

12019	12023	100

#HOLD IDLE LEFT

12020	12024	100

#HOLD WALK RIGHT

12021	12023	100	12025	100	12026	100

#HOLD WALK LEFT

12022	12024	100	12027	100	12028	100

#KICK RIGHT

12023	12029	100

#KICK LEFT

12024	12030	100

#FLY RIGHT

12025	12031	100	12032	100	12033	100

#FLY LEFT

12026	12034	100	12035	100	12036	100

#FALL FLY RIGHT

12027	12032	100

#FALL FLY LEFT

12028	12035	100

#FALL SLOW RIGHT

12029	12021	50	12037	50

#FALL SLOW LEFT

12030	12022	50	12038	50

#HOLD JUMP_RIGHT

12031	12025	100

#HOLD JUMP LEFT

12032	12027	100

#TAIL RIGHT

12033	12041	100	12039	100	12042	100	12040	100	12041	100
#TAIL LEFT

12034	12042	100	12040	100	12041	100	12039	100	12042	100

#IN PIPE

12035	12043	100

#IN WORLD MAP

12036	12044	100	12045	100

################################## FIRE ################################################

#idle right
13001	13001	100

# IDLE LEFT

13002	13002	100

# WALK RIGHT

13003	13001	100	13003	100	13004	100

# WALK LEFT

13004	13002	100	13005	100	13006	100

#JUMP RIGHT

13005	13007	100

#JUMP LEFT

13006	13008	100

#RUN MAX RIGHT

13007	13009	50	13010	50	13011	50

#RUN MAX LEFT

13008	13012	50	13013	50	13014	50

#WALK TO RIGHT BACK LEFT

13009	13015	500

#WALK TO LEFT BACK RIGHT

13010	13016	500

#SIT RIGHT 

13011	13017	100

#SIT LEFT

13012	13018	100

#RUN RIGHT

13013	13001	50	13003	50	13004	50

#RUN LEFT

13014	13002	50	13005	50	13006	50

#RUNNING JUMP RIGHT

13015	13019	100

#RUNNING JUMP LEFT

13016	13020	100

#FALL RIGHT

13017	13021	100

#FALL LEFT

13018	13022	100

#HOLD IDLE RIGHT

13019	13023	100

#HOLD IDLE LEFT

13020	13024	100

#HOLD WALK RIGHT

13021	13023	100	13025	100	13026	100

#HOLD WALK LEFT

13022	13024	100	13027	100	13028	100

#KICK RIGHT

13023	13029	100

#KICK LEFT

13024	13030	100

#SHOOT FIRE RIGHT

13025	13031	100	13032	100	13033	100

#SHOOT FIRE LEFT

13026	13034	100	13035	100	13036	100

#HOLD JUMP RIGHT

13027	13025	100

#HOLD JUMP LEFT

13028	13027	100

#IN PIPE

13029	13037	100

#IN WORLD MAP

13030	13038	100	13039	100
#DIE 
999	999	100



